Sequence,Question,Response,Query (SQL),Query Generation Time (s),Database Fetch Time (s),Response Generation Time (s),Total Time (s),Error,query,query_generation_time,database_fetch_time,error
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499798, Requested 1630. Please try again in 4m6.6368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
85.0,แนวโน้มของรายได้รวมของบริษัท EA ในปี 2019-2021 เป็นอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499794, Requested 1648. Please try again in 4m9.1652s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
86.0,อัตราส่วนหนี้สินต่อทุน (DE) ของ ADVANC มีการเปลี่ยนแปลงอย่างไรในแต่ละไตรมาสของปี 2019,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499791, Requested 1637. Please try again in 4m6.7094s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
87.0,อัตราส่วน ROE ของบริษัท BDMS ส่งผลต่อความสามารถในการทำกำไรอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499788, Requested 1648. Please try again in 4m8.0032s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
88.0,อัตราการหมุนเวียนของสินทรัพย์รวมของบริษัท BTS ส่งผลต่อการทำกำไรอย่างไรในปี 2019,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499784, Requested 1636. Please try again in 4m5.3486s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
89.0,ผลตอบแทนต่อสินทรัพย์ (ROA) ของ BCP มีการเปลี่ยนแปลงอย่างไรในปี 2019,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499781, Requested 1642. Please try again in 4m5.8164s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
90.0,การเปลี่ยนแปลงของอัตราส่วน PE ของ ADVANC ในปี 2019 ส่งผลต่อมูลค่าตลาดอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499777, Requested 1639. Please try again in 4m4.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
91.0,อัตราส่วน DE ของ AOT มีผลต่อความเสี่ยงทางการเงินอย่างไรในช่วงปี 2019-2021,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499774, Requested 1656. Please try again in 4m7.0186s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
92.0,การเปลี่ยนแปลงของ ROA ของ BBL ในแต่ละไตรมาสของปี 2019 มีผลต่อประสิทธิภาพการใช้สินทรัพย์อย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499771, Requested 1646. Please try again in 4m4.7116s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
93.0,อัตราส่วนหนี้สินต่อทุน (DE) ของบริษัท CPF ส่งผลต่อความเสี่ยงทางการเงินอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499767, Requested 1636. Please try again in 4m2.3816s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
94.0,อัตราผลตอบแทนผู้ถือหุ้น (ROE) ของ BDMS เปลี่ยนแปลงอย่างไรในปี 2019-2021,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499764, Requested 1639. Please try again in 4m2.316999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
95.0,อัตราส่วน ROE ของ BTS ส่งผลต่อการตัดสินใจของผู้ถือหุ้นอย่างไรในปี 2019,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499760, Requested 1648. Please try again in 4m3.2912s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
96.0,อัตราการหมุนเวียนของสินทรัพย์ถาวรของ BCP ส่งผลต่อกำไรจากการดำเนินงานอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499757, Requested 1640. Please try again in 4m1.345799999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
97.0,การเปลี่ยนแปลงของ P/E Ratio ของ BTS มีผลต่อการประเมินมูลค่าบริษัทอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 499754, Requested 1636. Please try again in 4m0.092599999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 500162, Requested 1595. Please try again in 5m3.6182s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
98.0,การเติบโตของ ROE ของบริษัท AOT ส่งผลต่อการดึงดูดนักลงทุนอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 500158, Requested 1657. Please try again in 5m13.7598s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
99.0,การเพิ่มขึ้นของอัตราหนี้สินต่อทุน (DE) ของบริษัท BEM มีผลกระทบต่อความเสี่ยงทางการเงินอย่างไร,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
,,,,,,,,,,0.0,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-70b-8192` in organization `org_01j32e0jr9er796bhx9vsnkdj3` service tier `on_demand` on tokens per day (TPD): Limit 500000, Used 500155, Requested 1650. Please try again in 5m11.9902s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
100.0,ผลตอบแทนต่อสินทรัพย์ (ROA) ของ CPF ส่งผลต่อความสามารถในการใช้สินทรัพย์อย่างไรในปี 2019,Error occurred,,0.0,0.0,0.0,0.0,type NoneType doesn't define __round__ method,,,,
